t,ref_c,humidity,dmm_c,ohm_4w,ohm_2w
1690000444.8522341,24.506,55.493,38.748,9.998185061E+03,1.001540538E+04
1690000451.936738,24.506,55.481,38.748,9.998180214E+03,1.001540660E+04
1690000459.0196338,24.498,55.479,38.748,9.998180894E+03,1.001542374E+04
1690000466.1035202,24.509,55.466,38.748,9.998178846E+03,1.001525287E+04
1690000473.1911843,24.509,55.467,38.748,9.998176630E+03,1.001541747E+04
1690000480.2745721,24.519,55.463,38.748,9.998177312E+03,1.001523680E+04
1690000487.3603868,24.516,55.458,38.748,9.998183293E+03,1.001524383E+04
1690000494.446577,24.521,55.455,38.748,9.998180548E+03,1.001531770E+04
1690000501.5339205,24.519,55.455,38.748,9.998178055E+03,1.001542797E+04
1690000508.6195207,24.524,55.453,38.748,9.998181653E+03,1.001544882E+04
1690000515.7038689,24.527,55.452,38.748,9.998176023E+03,1.001543256E+04
1690000522.7891448,24.538,55.446,38.748,9.998181988E+03,1.001526086E+04
1690000529.8749104,24.533,55.442,38.748,9.998173641E+03,1.001543535E+04
1690000536.9597917,24.536,55.445,38.748,9.998180560E+03,1.001539091E+04
1690000544.0441723,24.538,55.44,38.748,9.998182231E+03,1.001542271E+04
1690000551.127451,24.549,55.432,38.748,9.998179747E+03,1.001523782E+04
1690000558.2133543,24.544,55.438,38.748,9.998182712E+03,1.001542480E+04
1690000565.29795,24.553,55.43,38.748,9.998186006E+03,1.001530395E+04
1690000572.3836064,24.553,55.434,38.748,9.998180594E+03,1.001523758E+04
1690000579.4695733,24.565,55.429,38.748,9.998174808E+03,1.001528601E+04
1690000586.554849,24.57,55.432,38.748,9.998183380E+03,1.001525122E+04
1690000593.6397276,24.575,55.426,38.748,9.998177438E+03,1.001541975E+04
1690000600.7254002,24.567,55.433,38.748,9.998185203E+03,1.001520484E+04
1690000607.812379,24.576,55.433,38.748,9.998177897E+03,1.001541943E+04
1690000614.8978634,24.584,55.433,38.748,9.998173780E+03,1.001545321E+04
1690000621.9829462,24.59,55.424,38.748,9.998178493E+03,1.001530865E+04
1690000629.070732,24.582,55.423,38.748,9.998179333E+03,1.001542801E+04
1690000636.1554677,24.593,55.425,38.748,9.998173085E+03,1.001523031E+04
1690000643.2427213,24.596,55.417,38.748,9.998177668E+03,1.001535993E+04
1690000650.3284845,24.601,55.412,38.748,9.998181117E+03,1.001532198E+04
1690000657.4148347,24.61,55.406,38.748,9.998180310E+03,1.001541680E+04
1690000664.5006766,24.607,55.398,38.748,9.998177704E+03,1.001539052E+04
1690000671.5850368,24.614,55.396,38.748,9.998180621E+03,1.001531825E+04
1690000678.6709528,24.608,55.387,38.748,9.998181306E+03,1.001537793E+04
1690000685.7559488,24.61,55.388,38.748,9.998178417E+03,1.001529701E+04
1690000692.8421404,24.613,55.378,38.748,9.998176983E+03,1.001539129E+04
1690000699.9269838,24.616,55.368,38.748,9.998182744E+03,1.001523728E+04
1690000707.0130026,24.621,55.368,38.748,9.998176073E+03,1.001539027E+04
1690000714.0980165,24.622,55.364,38.748,9.998180370E+03,1.001522338E+04
1690000721.1857078,24.624,55.361,38.748,9.998177246E+03,1.001522756E+04
1690000728.2720191,24.631,55.357,38.748,9.998177831E+03,1.001542973E+04
1690000735.3582103,24.634,55.349,38.748,9.998176371E+03,1.001524418E+04
1690000742.4464884,24.64,55.351,38.748,9.998178243E+03,1.001530901E+04
1690000749.5344348,24.64,55.343,38.748,9.998183793E+03,1.001541895E+04
1690000756.6203132,24.639,55.335,38.748,9.998177763E+03,1.001527042E+04
1690000763.705444,24.637,55.328,38.748,9.998174547E+03,1.001520828E+04
1690000770.7936406,24.642,55.328,38.748,9.998176593E+03,1.001531372E+04
1690000777.8814783,24.651,55.327,38.748,9.998177847E+03,1.001530817E+04
1690000784.9680421,24.639,55.322,38.748,9.998185061E+03,1.001529700E+04
1690000792.0549514,24.653,55.315,38.748,9.998178592E+03,1.001541384E+04
1690000799.1388931,24.656,55.309,38.748,9.998181036E+03,1.001544507E+04
1690000806.2227051,24.654,55.301,38.748,9.998178153E+03,1.001527819E+04
1690000813.3082557,24.659,55.298,38.748,9.998172087E+03,1.001523333E+04
1690000820.3944554,24.654,55.297,38.748,9.998171310E+03,1.001532276E+04
1690000827.4782476,24.654,55.292,38.748,9.998180005E+03,1.001526116E+04
1690000834.564214,24.665,55.291,38.748,9.998182953E+03,1.001523996E+04
1690000841.6502395,24.666,55.286,38.748,9.998181904E+03,1.001533462E+04
1690000848.7356396,24.671,55.28,38.748,9.998174819E+03,1.001523148E+04
1690000855.8237846,24.67,55.276,38.748,9.998180337E+03,1.001532314E+04
1690000862.910736,24.666,55.268,38.748,9.998179221E+03,1.001521505E+04
1690000869.997937,24.674,55.261,38.748,9.998177740E+03,1.001528068E+04
1690000877.0835297,24.682,55.254,38.748,9.998184686E+03,1.001530567E+04
1690000884.1694472,24.682,55.255,38.748,9.998180352E+03,1.001539309E+04
1690000891.2563996,24.68,55.249,38.748,9.998176317E+03,1.001533031E+04
1690000898.3429759,24.689,55.239,38.748,9.998181603E+03,1.001543720E+04
1690000905.428877,24.685,55.24,38.748,9.998183295E+03,1.001543050E+04
1690000912.5141618,24.689,55.242,38.748,9.998178925E+03,1.001526676E+04
1690000919.599649,24.694,55.24,38.748,9.998177965E+03,1.001539436E+04
1690000926.6840577,24.696,55.241,38.748,9.998183102E+03,1.001521679E+04
1690000933.770839,24.702,55.243,38.748,9.998181941E+03,1.001523065E+04
1690000940.8580644,24.697,55.238,38.748,9.998179853E+03,1.001533406E+04
1690000947.9433784,24.703,55.246,38.748,9.998176901E+03,1.001541024E+04
1690000955.0299394,24.699,55.253,38.748,9.998179638E+03,1.001521058E+04
1690000962.1179373,24.7,55.248,38.748,9.998182271E+03,1.001524127E+04
1690000969.2043386,24.703,55.241,38.748,9.998180082E+03,1.001523918E+04
1690000976.291691,24.699,55.231,38.748,9.998182444E+03,1.001522256E+04
1690000983.378974,24.711,55.225,38.748,9.998180853E+03,1.001541329E+04
1690000990.4641469,24.706,55.223,38.748,9.998181586E+03,1.001524514E+04
1690000997.5500813,24.703,55.216,38.748,9.998182786E+03,1.001540955E+04
1690001004.6346114,24.719,55.212,38.748,9.998172495E+03,1.001537697E+04
1690001011.7188833,24.714,55.21,38.748,9.998187412E+03,1.001538482E+04
1690001018.8047845,24.725,55.208,38.748,9.998181265E+03,1.001542622E+04
1690001025.8894644,24.723,55.207,38.748,9.998174821E+03,1.001522486E+04
1690001032.9768164,24.72,55.208,38.748,9.998181047E+03,1.001530277E+04
1690001040.0635388,24.725,55.207,38.748,9.998184653E+03,1.001522632E+04
1690001047.1501095,24.722,55.212,38.748,9.998176027E+03,1.001520996E+04
1690001054.236903,24.732,55.22,38.748,9.998181131E+03,1.001523235E+04
1690001061.3225698,24.731,55.229,38.748,9.998174137E+03,1.001522807E+04
1690001068.4091675,24.737,55.234,38.748,9.998180968E+03,1.001527992E+04
1690001075.4961405,24.732,55.239,38.748,9.998181597E+03,1.001521136E+04
1690001082.5820098,24.743,55.232,38.748,9.998180061E+03,1.001525378E+04
1690001089.6676152,24.737,55.241,38.748,9.998183471E+03,1.001536631E+04
1690001096.7545762,24.738,55.229,38.748,9.998178909E+03,1.001522776E+04
1690001103.8415685,24.743,55.216,38.748,9.998181773E+03,1.001539456E+04
1690001110.9277778,24.743,55.21,38.748,9.998178814E+03,1.001521457E+04
1690001118.014387,24.74,55.201,38.748,9.998181466E+03,1.001539137E+04
1690001125.1001668,24.752,55.199,38.748,9.998174715E+03,1.001520884E+04
1690001132.1871178,24.751,55.2,38.748,9.998176303E+03,1.001536746E+04
1690001139.2709675,24.746,55.202,38.748,9.998179842E+03,1.001527928E+04
1690001146.356231,24.758,55.214,38.748,9.998177094E+03,1.001537822E+04
1690001153.4393806,24.76,55.204,38.748,9.998182054E+03,1.001523815E+04
1690001160.5259688,24.765,55.208,38.748,9.998176567E+03,1.001519650E+04
1690001167.6120758,24.765,55.202,38.748,9.998177775E+03,1.001518327E+04
1690001174.6991115,24.769,55.205,38.748,9.998175582E+03,1.001521055E+04
1690001181.7858324,24.763,55.205,38.748,9.998178095E+03,1.001522599E+04
1690001188.873367,24.766,55.199,38.748,9.998174259E+03,1.001519514E+04
1690001195.9616437,24.772,55.196,38.748,9.998180899E+03,1.001526107E+04
1690001203.0481665,24.772,55.198,38.748,9.998175120E+03,1.001524599E+04
1690001210.1345265,24.774,55.188,38.748,9.998184346E+03,1.001523587E+04
1690001217.2207756,24.78,55.188,38.748,9.998173219E+03,1.001525465E+04
1690001224.3072786,24.774,55.175,38.748,9.998174507E+03,1.001532069E+04
1690001231.3928123,24.775,55.176,38.748,9.998177643E+03,1.001519713E+04
1690001238.479777,24.778,55.169,38.748,9.998180166E+03,1.001534111E+04
1690001245.5642388,24.78,55.166,38.748,9.998180519E+03,1.001536464E+04
1690001252.64863,24.778,55.165,38.748,9.998177802E+03,1.001530810E+04
1690001259.732092,24.786,55.156,38.748,9.998175860E+03,1.001529895E+04
1690001266.818547,24.784,55.162,38.748,9.998177973E+03,1.001520002E+04
1690001273.9052727,24.78,55.162,38.748,9.998174932E+03,1.001534617E+04
1690001280.9888506,24.784,55.158,38.748,9.998174274E+03,1.001524300E+04
1690001288.0745883,24.788,55.157,38.748,9.998179507E+03,1.001524329E+04
1690001295.1598191,24.794,55.15,38.748,9.998181329E+03,1.001513990E+04
1690001302.2467952,24.794,55.153,38.748,9.998175362E+03,1.001531039E+04
1690001309.3327656,24.786,55.157,38.748,9.998175384E+03,1.001533321E+04
1690001316.4186022,24.791,55.156,38.748,9.998183232E+03,1.001514378E+04
1690001323.5044343,24.794,55.149,38.748,9.998175280E+03,1.001516646E+04
1690001330.5910592,24.798,55.146,38.748,9.998183893E+03,1.001522861E+04
1690001337.6785462,24.792,55.149,38.748,9.998174556E+03,1.001515683E+04
1690001344.7659974,24.795,55.14,38.748,9.998174082E+03,1.001517576E+04
1690001351.8526216,24.798,55.134,38.748,9.998180950E+03,1.001516399E+04
1690001358.941696,24.791,55.128,38.748,9.998177166E+03,1.001524029E+04
1690001366.0274103,24.792,55.128,38.748,9.998177930E+03,1.001533733E+04
1690001373.1145446,24.8,55.134,38.748,9.998174709E+03,1.001529051E+04
1690001380.1989727,24.788,55.123,38.748,9.998179952E+03,1.001524279E+04
1690001387.2853737,24.801,55.126,38.748,9.998177710E+03,1.001528482E+04
1690001394.3733835,24.797,55.126,38.748,9.998181471E+03,1.001526964E+04
1690001401.4602127,24.806,55.138,38.748,9.998175132E+03,1.001517332E+04
1690001408.5476913,24.795,55.131,38.748,9.998176040E+03,1.001537447E+04
1690001415.6330478,24.803,55.138,38.748,9.998177789E+03,1.001517177E+04
1690001422.7208343,24.806,55.145,38.748,9.998174742E+03,1.001512320E+04
1690001429.8067894,24.803,55.147,38.748,9.998178383E+03,1.001514495E+04
1690001436.8921323,24.798,55.147,38.748,9.998174794E+03,1.001530487E+04
1690001443.9763618,24.814,55.143,38.748,9.998180585E+03,1.001535501E+04
1690001451.0616963,24.809,55.145,38.748,9.998174058E+03,1.001532544E+04
1690001458.1480734,24.814,55.133,38.748,9.998175961E+03,1.001527194E+04
1690001465.234463,24.815,55.138,38.748,9.998181842E+03,1.001528397E+04
1690001472.319929,24.811,55.122,38.748,9.998180084E+03,1.001514806E+04
1690001479.405837,24.811,55.119,38.748,9.998177230E+03,1.001517371E+04
1690001486.492908,24.806,55.11,38.748,9.998182902E+03,1.001522317E+04
1690001493.5800571,24.818,55.102,38.748,9.998179043E+03,1.001517854E+04
1690001500.666624,24.823,55.102,38.748,9.998174950E+03,1.001521255E+04
1690001507.7529292,24.821,55.099,38.748,9.998174171E+03,1.001520609E+04
1690001514.8383949,24.815,55.098,38.748,9.998173260E+03,1.001522041E+04
1690001521.9263813,24.815,55.104,38.748,9.998177100E+03,1.001528417E+04
1690001529.0134451,24.823,55.109,38.748,9.998173885E+03,1.001532968E+04
1690001536.0995123,24.815,55.118,38.748,9.998173115E+03,1.001531612E+04
1690001543.1848757,24.815,55.121,38.748,9.998183168E+03,1.001533655E+04
1690001550.2700675,24.814,55.132,38.748,9.998183456E+03,1.001533900E+04
1690001557.3555057,24.82,55.146,38.748,9.998174271E+03,1.001533236E+04
1690001564.4396603,24.826,55.146,38.748,9.998179601E+03,1.001529870E+04
1690001571.5263002,24.823,55.153,38.748,9.998176355E+03,1.001534309E+04
1690001578.6123335,24.814,55.165,38.748,9.998174491E+03,1.001533685E+04
1690001585.6978447,24.821,55.172,38.748,9.998175849E+03,1.001524758E+04
1690001592.783358,24.817,55.183,38.748,9.998175398E+03,1.001515429E+04
1690001599.8701732,24.83,55.194,38.748,9.998178714E+03,1.001526280E+04
1690001606.9573007,24.837,55.196,38.748,9.998183654E+03,1.001524384E+04
1690001614.0440078,24.837,55.204,38.748,9.998174577E+03,1.001520773E+04
1690001621.1305232,24.827,55.201,38.748,9.998171662E+03,1.001513226E+04
1690001628.2165596,24.824,55.198,38.748,9.998181615E+03,1.001515734E+04
1690001635.3031492,24.827,55.19,38.748,9.998176011E+03,1.001512277E+04
1690001642.3900294,24.809,55.163,38.748,9.998183591E+03,1.001522827E+04
1690001649.4781814,24.803,55.142,38.748,9.998175582E+03,1.001513652E+04
1690001656.564804,24.803,55.134,38.748,9.998179652E+03,1.001514842E+04
1690001663.651347,24.795,55.129,38.748,9.998178115E+03,1.001527207E+04
1690001670.7364507,24.792,55.122,38.748,9.998179197E+03,1.001533817E+04
1690001677.819747,24.784,55.107,38.748,9.998175677E+03,1.001521667E+04
1690001684.906183,24.792,55.099,38.748,9.998170872E+03,1.001517474E+04
1690001691.9927893,24.788,55.095,38.748,9.998177268E+03,1.001529089E+04
1690001699.0808947,24.781,55.084,38.748,9.998182722E+03,1.001529614E+04
1690001706.16607,24.766,55.063,38.748,9.998176220E+03,1.001521231E+04
1690001713.251827,24.766,55.049,38.748,9.998175699E+03,1.001529059E+04
1690001720.3377452,24.775,55.043,38.748,9.998176802E+03,1.001522279E+04
1690001727.4241338,24.771,55.03,38.748,9.998175927E+03,1.001530981E+04
1690001734.510071,24.758,55.007,38.748,9.998178707E+03,1.001516192E+04
1690001741.5962052,24.749,54.988,38.748,9.998181978E+03,1.001535427E+04
1690001748.6796563,24.746,54.996,38.748,9.998180122E+03,1.001523484E+04
1690001755.7658978,24.743,54.972,38.748,9.998174355E+03,1.001521117E+04
1690001762.8539267,24.729,54.972,38.748,9.998181119E+03,1.001523624E+04
1690001769.9404323,24.723,54.975,38.748,9.998172900E+03,1.001535289E+04
1690001777.0259368,24.725,54.971,38.748,9.998174686E+03,1.001534634E+04
1690001784.1101522,24.719,54.971,38.748,9.998182141E+03,1.001515261E+04
1690001791.1956737,24.722,54.964,38.748,9.998174288E+03,1.001537511E+04
1690001798.2795868,24.711,54.972,38.748,9.998179711E+03,1.001536008E+04
1690001805.3651612,24.717,54.989,38.748,9.998172465E+03,1.001523256E+04
1690001812.4507034,24.709,54.992,38.748,9.998179193E+03,1.001523806E+04
1690001819.5368154,24.699,54.987,38.748,9.998180381E+03,1.001522497E+04
1690001826.6230123,24.7,54.971,38.748,9.998178038E+03,1.001514103E+04
1690001833.7103329,24.694,54.959,38.748,9.998176533E+03,1.001522585E+04
1690001840.7973964,24.689,54.957,38.748,9.998177595E+03,1.001525268E+04
1690001847.8838127,24.68,54.948,38.748,9.998179753E+03,1.001523686E+04
1690001854.9698968,24.67,54.933,38.748,9.998178228E+03,1.001515431E+04
1690001862.0581286,24.66,54.919,38.748,9.998181087E+03,1.001516918E+04
1690001869.1444457,24.665,54.913,38.748,9.998176228E+03,1.001529078E+04
1690001876.2295794,24.656,54.903,38.748,9.998177342E+03,1.001515654E+04
1690001883.315629,24.65,54.896,38.748,9.998175692E+03,1.001517281E+04
1690001890.4024873,24.65,54.888,38.748,9.998179519E+03,1.001521825E+04
1690001897.490498,24.634,54.875,38.748,9.998179329E+03,1.001516269E+04
1690001904.575843,24.63,54.876,38.748,9.998174423E+03,1.001520727E+04
1690001911.6616814,24.628,54.864,38.748,9.998174863E+03,1.001516224E+04
1690001918.7497447,24.625,54.859,38.748,9.998174732E+03,1.001534990E+04
1690001925.8340118,24.614,54.844,38.748,9.998171691E+03,1.001535953E+04
1690001932.9175203,24.602,54.828,38.748,9.998179173E+03,1.001531057E+04
1690001940.003321,24.587,54.814,38.748,9.998182321E+03,1.001531697E+04
1690001947.0881994,24.578,54.804,38.748,9.998173079E+03,1.001528978E+04
1690001954.1757896,24.571,54.808,38.748,9.998172310E+03,1.001512413E+04
1690001961.2627158,24.559,54.815,38.748,9.998175300E+03,1.001516977E+04
1690001968.3494656,24.558,54.81,38.748,9.998179237E+03,1.001520333E+04
1690001975.4369388,24.556,54.82,38.748,9.998179224E+03,1.001517043E+04
1690001982.525471,24.549,54.826,38.748,9.998183897E+03,1.001514833E+04
1690001989.6128798,24.541,54.83,38.748,9.998173408E+03,1.001529289E+04
1690001996.6985414,24.532,54.835,38.748,9.998177121E+03,1.001522657E+04
1690002003.7841437,24.527,54.834,38.748,9.998172097E+03,1.001521163E+04
1690002010.871422,24.522,54.826,38.748,9.998176382E+03,1.001524263E+04
1690002017.9568684,24.518,54.824,38.748,9.998177951E+03,1.001518440E+04
1690002025.0433347,24.504,54.812,38.748,9.998174087E+03,1.001519878E+04
1690002032.1304584,24.498,54.792,38.748,9.998178227E+03,1.001511628E+04
1690002039.2180092,24.49,54.768,38.748,9.998180571E+03,1.001533102E+04
1690002046.3024945,24.489,54.759,38.748,9.998180010E+03,1.001533738E+04
1690002053.387643,24.475,54.754,38.748,9.998175513E+03,1.001520994E+04
1690002060.4732277,24.47,54.74,38.748,9.998177422E+03,1.001521009E+04
1690002067.5588326,24.469,54.754,38.748,9.998185852E+03,1.001526617E+04
1690002074.6468484,24.467,54.755,38.748,9.998175521E+03,1.001525787E+04
1690002081.7342267,24.452,54.744,38.748,9.998180519E+03,1.001524394E+04
1690002088.8176146,24.457,54.74,38.748,9.998176623E+03,1.001517662E+04
1690002095.9050367,24.454,54.743,38.748,9.998172661E+03,1.001513648E+04
1690002102.9912655,24.446,54.743,38.748,9.998172369E+03,1.001523404E+04
1690002110.077441,24.437,54.73,38.748,9.998175659E+03,1.001532680E+04
1690002117.1612494,24.44,54.744,38.748,9.998173602E+03,1.001531711E+04
1690002124.245738,24.434,54.746,38.748,9.998173456E+03,1.001518073E+04
1690002131.3334134,24.424,54.742,38.748,9.998173550E+03,1.001519349E+04
1690002138.41974,24.408,54.746,38.748,9.998179423E+03,1.001513949E+04
1690002145.506324,24.409,54.746,38.748,9.998178613E+03,1.001512293E+04
1690002152.5936463,24.398,54.739,38.748,9.998173241E+03,1.001520247E+04
1690002159.680837,24.395,54.737,38.748,9.998177099E+03,1.001508654E+04
1690002166.7686825,24.383,54.737,38.748,9.998172760E+03,1.001521281E+04
1690002173.8548598,24.378,54.731,38.748,9.998180109E+03,1.001519371E+04
1690002180.9404929,24.377,54.743,38.748,9.998182905E+03,1.001510895E+04
1690002188.0280678,24.365,54.732,38.748,9.998179611E+03,1.001520201E+04
1690002195.1150198,24.365,54.74,38.748,9.998176245E+03,1.001516943E+04
1690002202.2017183,24.366,54.751,38.748,9.998175994E+03,1.001525519E+04
1690002209.2878046,24.368,54.783,38.748,9.998179723E+03,1.001528837E+04
1690002216.3736784,24.352,54.793,38.748,9.998175762E+03,1.001519022E+04
1690002223.4591923,24.351,54.794,38.748,9.998180366E+03,1.001508274E+04
1690002230.5459476,24.348,54.777,38.748,9.998176252E+03,1.001517337E+04
1690002237.6317248,24.345,54.759,38.748,9.998181906E+03,1.001526924E+04
1690002244.7146912,24.351,54.762,38.748,9.998182691E+03,1.001513103E+04
1690002251.8015962,24.345,54.743,38.748,9.998169452E+03,1.001517965E+04
1690002258.888119,24.334,54.731,38.748,9.998170237E+03,1.001525160E+04
1690002265.9743059,24.308,54.707,38.748,9.998174222E+03,1.001514892E+04
1690002273.0609457,24.305,54.671,38.748,9.998173615E+03,1.001519979E+04
1690002280.1480787,24.3,54.661,38.748,9.998179577E+03,1.001525231E+04
1690002287.2345035,24.296,54.656,38.748,9.998178885E+03,1.001529110E+04
1690002294.318709,24.283,54.653,38.748,9.998175397E+03,1.001528438E+04
1690002301.4049497,24.287,54.66,38.748,9.998177568E+03,1.001509341E+04
1690002308.492124,24.28,54.659,38.748,9.998174403E+03,1.001508605E+04
1690002315.5794773,24.279,54.663,38.748,9.998176037E+03,1.001529727E+04
1690002322.6648176,24.271,54.663,38.748,9.998182418E+03,1.001509542E+04
1690002329.7520585,24.256,54.636,38.748,9.998180617E+03,1.001527003E+04
1690002336.8376958,24.253,54.611,38.748,9.998181043E+03,1.001516174E+04
1690002343.9244761,24.231,54.588,38.748,9.998173964E+03,1.001523721E+04
1690002351.0105538,24.234,54.568,38.748,9.998171737E+03,1.001508732E+04
1690002358.0967126,24.221,54.555,38.748,9.998179885E+03,1.001528132E+04
1690002365.1805954,24.228,54.546,38.748,9.998171061E+03,1.001510005E+04
1690002372.2676837,24.228,54.561,38.748,9.998179909E+03,1.001510184E+04
1690002379.3539336,24.222,54.573,38.748,9.998177794E+03,1.001515826E+04
1690002386.4405797,24.218,54.587,38.748,9.998178906E+03,1.001514610E+04
1690002393.5265841,24.213,54.597,38.748,9.998179417E+03,1.001522987E+04
1690002400.6128058,24.199,54.588,38.748,9.998170656E+03,1.001509806E+04
1690002407.7001011,24.198,54.584,38.748,9.998173358E+03,1.001526243E+04
1690002414.7855322,24.196,54.585,38.748,9.998175406E+03,1.001518488E+04
1690002421.8717241,24.192,54.58,38.748,9.998171880E+03,1.001509668E+04
1690002428.9586802,24.181,54.582,38.748,9.998175182E+03,1.001512732E+04
1690002436.0460808,24.178,54.574,38.748,9.998177193E+03,1.001510002E+04
1690002443.1330678,24.173,54.568,38.748,9.998175459E+03,1.001519080E+04
1690002450.2202666,24.165,54.575,38.748,9.998172086E+03,1.001527140E+04
1690002457.3052857,24.158,54.584,38.748,9.998178717E+03,1.001507709E+04
1690002464.3925,24.158,54.602,38.748,9.998174295E+03,1.001515340E+04
1690002471.479356,24.153,54.636,38.748,9.998171456E+03,1.001522841E+04
1690002478.5624409,24.142,54.668,38.748,9.998170293E+03,1.001517449E+04
1690002485.6490164,24.142,54.71,38.748,9.998174602E+03,1.001508752E+04
1690002492.7359405,24.129,54.764,38.748,9.998175987E+03,1.001529353E+04
1690002499.8211107,24.121,54.803,38.748,9.998177055E+03,1.001524136E+04
1690002506.9068518,24.121,54.855,38.748,9.998177377E+03,1.001507914E+04
1690002513.9935188,24.123,54.9,38.748,9.998175678E+03,1.001513748E+04
1690002521.0805216,24.126,54.941,38.748,9.998175664E+03,1.001509691E+04
1690002528.1685123,24.115,54.977,38.748,9.998173550E+03,1.001525078E+04
1690002535.2537544,24.124,55.006,38.748,9.998169915E+03,1.001524682E+04
1690002542.3379266,24.126,55.036,38.748,9.998173252E+03,1.001513102E+04
1690002549.4239876,24.121,55.06,38.748,9.998173555E+03,1.001514814E+04
1690002556.509367,24.12,55.092,38.748,9.998175305E+03,1.001508225E+04
1690002563.597165,24.123,55.123,38.748,9.998177044E+03,1.001512454E+04
1690002570.6831234,24.11,55.181,38.748,9.998178725E+03,1.001524010E+04
1690002577.7684286,24.103,55.236,38.748,9.998174598E+03,1.001524367E+04
1690002584.853614,24.101,55.296,38.748,9.998177747E+03,1.001518033E+04
1690002591.9375122,24.103,55.34,38.748,9.998174652E+03,1.001519687E+04
1690002599.0225456,24.106,55.371,38.748,9.998174043E+03,1.001524952E+04
1690002606.1085525,24.107,55.4,38.748,9.998181555E+03,1.001525958E+04
1690002613.194788,24.107,55.419,38.748,9.998172450E+03,1.001507363E+04
1690002620.281715,24.106,55.425,38.748,9.998175101E+03,1.001515302E+04
1690002627.3697205,24.104,55.435,38.748,9.998172688E+03,1.001512840E+04
1690002634.4562697,24.089,55.447,38.748,9.998178075E+03,1.001521810E+04
1690002641.5432947,24.098,55.471,38.748,9.998174640E+03,1.001506053E+04
1690002648.6309025,24.1,55.496,38.748,9.998170626E+03,1.001514147E+04
1690002655.7181826,24.107,55.521,38.748,9.998177018E+03,1.001511663E+04
1690002662.8035436,24.098,55.538,38.748,9.998172043E+03,1.001527570E+04
1690002669.8891299,24.103,55.547,38.748,9.998174880E+03,1.001513859E+04
1690002676.9765022,24.109,55.554,38.748,9.998175830E+03,1.001516695E+04
1690002684.0628462,24.104,55.557,38.748,9.998177017E+03,1.001507124E+04
1690002691.1489966,24.106,55.57,38.748,9.998176191E+03,1.001510219E+04
1690002698.2358558,24.104,55.57,38.748,9.998173464E+03,1.001514170E+04
1690002705.3229678,24.107,55.586,38.748,9.998169677E+03,1.001524565E+04
1690002712.4077942,24.103,55.587,38.748,9.998174446E+03,1.001522640E+04
1690002719.4921322,24.103,55.599,38.748,9.998173390E+03,1.001506944E+04
1690002726.579228,24.113,55.604,38.748,9.998174332E+03,1.001509333E+04
1690002733.6657963,24.109,55.598,38.748,9.998173912E+03,1.001507749E+04
